node;ingest_year;num_alarms_per_year;sum_duration_hours;avg_duration_hours;total_tics
MA46K;2024;5;2.32;0.46;0
SE87W;2024;18;5.06;0.28;1
BI40A;2024;155;15.53;0.1;0
MX59I;2024;11;17.06;1.55;0
ZA09W;2024;16;7.33;0.46;0
GC56C;2024;16;0.77;0.05;0
TO04P;2024;9;5.71;0.63;0
ZX57S;2024;7;2.58;0.37;0
BU77I;2024;31;10.12;0.33;2
PM14C;2024;15;1.09;0.07;0
CX91X;2024;4;2.57;0.64;0
PM60R;2024;11;16.82;1.53;0
VX33P;2024;4;1.9;0.48;0
TX76R;2024;30;30.83;1.03;4
AB48A;2024;104;3.52;0.03;0
OX55G;2024;2;2.33;1.17;0
BX15M;2024;2;0.17;0.09;0
VX09X;2024;12;13.65;1.14;0
ZA81W;2024;15;75.92;5.06;0
BA18G;2024;3;2.16;0.72;301
SO48M;2024;26;5.8;0.22;0
CS63B;2024;11;12.5;1.14;0
BU73G;2024;9;4.0;0.44;0
BSC213;2024;1;0.0;0.0;0
A4698;2024;8;82.09;10.26;0
TO67R;2024;31;67.3;2.17;10
BX76N;2024;10;8.07;0.81;0
CX40W;2024;24;31.23;1.3;0
SO08W;2024;11;3.48;0.32;0
GC02D;2024;23;81.41;3.54;3
SE34E;2024;5;7.83;1.57;0
OR94I;2024;29;13.52;0.47;0
LU37L;2024;6;0.34;0.06;0
PO22H;2024;10;0.83;0.08;0
JX35D;2024;12;38.59;3.22;1
ZA20I;2024;30;59.55;1.98;3
BI73Y;2024;3;0.5;0.17;0
VA59M;2024;22;60.08;2.73;3
CS43B;2024;8;9.07;1.13;0
GC34H;2024;15;165.14;11.01;35
BA04G;2024;10;11.41;1.14;306
BX27V;2024;7;19.53;2.79;3
BU26D;2024;27;1.95;0.07;0
MU23Y;2024;42;31.65;0.75;0
MX61B;2024;16;57.25;3.58;1
AX31O;2024;16;8.07;0.5;0
VX02E;2024;11;16.66;1.51;97
BI52Y;2024;14;7.79;0.56;0
PM51J;2024;17;6.5;0.38;0
MA33O;2024;3;4.09;1.36;0
OX52I;2024;18;11.95;0.66;0
SE56S;2024;3;24.25;8.08;2
NA04C;2024;56;82.74;1.48;0
MA77W;2024;28;12.3;0.44;0
PO13K;2024;7;147.99;21.14;1
BX61S;2024;6;2.01;0.33;0
CX48M;2024;3;72.33;24.11;1
MX93D;2024;13;28.39;2.18;0
LX80B;2024;10;1.27;0.13;0
GU04J;2024;23;7.44;0.32;6
BX64W;2024;61;1.91;0.03;0
TF10W;2024;9;0.78;0.09;0
MU14X;2024;20;4.14;0.21;0
MX71B;2024;10;200.4;20.04;7
BI55Y;2024;10;0.67;0.07;0
CX40G;2024;14;5.93;0.42;0
TO56R;2024;31;8.23;0.27;12
ZX26B;2024;17;22.23;1.31;1
CX66W;2024;55;30.8;0.56;0
BA82W;2024;19;15.91;0.84;4
MX45B;2024;12;3.53;0.29;0
MX07O;2024;13;63.58;4.89;15
SE34L;2024;24;5.78;0.24;0
CX05L;2024;10;0.99;0.1;0
LX73T;2024;5;0.77;0.15;0
GC09R;2024;69;20.01;0.29;20
ZA03W;2024;25;13.12;0.52;0
AX39I;2024;6;6.49;1.08;0
VX02B;2024;8;2.1;0.26;0
VX39L;2024;7;22.74;3.25;488
OR29W;2024;21;9.68;0.46;0
GC46F;2024;14;16.76;1.2;2
HU01J;2024;3;0.92;0.31;0
SE65Y;2024;57;121.59;2.13;22
MX55B;2024;43;7.59;0.18;284
VX36B;2024;13;7.46;0.57;0
VX33D;2024;16;9.43;0.59;0
LO02K;2024;9;0.49;0.05;0
BX43X;2024;1;0.0;0.0;0
TO53S;2024;23;35.18;1.53;0
GR91W;2024;26;48.93;1.88;0
JX56D;2024;30;2.07;0.07;0
CC91T;2024;17;2.36;0.14;0
NA42F;2024;28;161.2;5.76;1
C5677F1;2024;2;0.25;0.13;0
SE16Y;2024;32;2.58;0.08;0
VX42L;2024;92;6.81;0.07;0
Z4674F2;2024;3;0.08;0.03;0
BX67T;2024;7;34.17;4.88;1
TX79L;2024;7;1.08;0.15;0
GC25Y;2024;8;0.58;0.07;0
GC17D;2024;9;1.09;0.12;0
ZX16C;2024;4;4.92;1.23;0
OR60W;2024;69;27.76;0.4;0
SX47I;2024;20;5.18;0.26;0
SE14E;2024;39;1.52;0.04;0
TX46Q;2024;217;54.35;0.25;117
CU64R;2024;247;34.58;0.14;102
HX04A;2024;3;6.33;2.11;0
PO69T;2024;7;1.34;0.19;0
PO02G;2024;8;0.43;0.05;0
OR44W;2024;13;4.24;0.33;0
OR72R;2024;3;22.17;7.39;0
SS07B;2024;21;150.81;7.18;9
LX80Y;2024;2;0.17;0.08;0
BU50W;2024;45;23.79;0.53;8
CA66Z;2024;3;0.33;0.11;0
BU29E;2024;36;19.17;0.53;0
C5068F1;2024;10;0.82;0.08;0
BU10I;2024;16;4.33;0.27;0
TE32N;2024;10;1.42;0.14;0
GC61L;2024;13;1.1;0.08;0
TF70C;2024;11;18.91;1.72;16
3012CS;2024;1;0.75;0.75;0
PX56I;2024;8;21.0;2.63;0
GU27C;2024;7;6.82;0.97;0
MX34U;2024;10;9.17;0.92;0
MA55S;2024;27;3.56;0.13;0
BX28T;2024;9;1.08;0.12;0
MU16X;2024;18;28.09;1.56;0
BI08P;2024;4;2.25;0.56;0
OR50L;2024;12;21.21;1.77;0
PM96X;2024;20;6.9;0.35;0
MX51P;2024;5;5.01;1.0;0
SA38I;2024;5;6.67;1.33;0
BX23Q;2024;14;5.74;0.41;2
GC21Y;2024;8;1.5;0.19;0
HU24J;2024;3;1.26;0.42;0
TE05B;2024;4;1.08;0.27;0
CX04W;2024;6;3.32;0.55;0
HU58S;2024;4;2.26;0.57;0
ZX21N;2024;17;9.58;0.56;0
CA35D;2024;13;4.92;0.38;0
BU02H;2024;11;43.88;3.99;5
SX55W;2024;5;3.83;0.77;0
HU13N;2024;7;14.62;2.09;0
BX50C;2024;78;37.84;0.49;3
CR12A;2024;16;42.54;2.66;45
OX06W;2024;10;3.33;0.33;0
ZX12O;2024;9;85.92;9.55;0
PM83Y;2024;12;4.07;0.34;0
MU18X;2024;24;88.0;3.67;0
VA37M;2024;26;5.53;0.21;0
BU07E;2024;9;7.55;0.84;0
VA73M;2024;19;136.35;7.18;2
PM52Y;2024;18;7.17;0.4;0
PX65I;2024;7;2.25;0.32;0
TX94M;2024;10;36.15;3.61;2
OR79L;2024;17;59.39;3.49;1
SX32W;2024;3;0.25;0.08;0
LE26I;2024;25;81.3;3.25;0
AB50A;2024;5;12.16;2.43;0
AL54D;2024;7;3.75;0.54;0
GU84F;2024;18;2.11;0.12;0
BU96N;2024;17;4.08;0.24;0
BU05E;2024;9;19.33;2.15;0
SG29M;2024;12;4.26;0.36;0
SA03P;2024;12;4.42;0.37;0
TO01C;2024;10;58.66;5.87;0
VA48M;2024;2;4.09;2.05;8
CA70H;2024;23;5.14;0.22;0
GI04Z;2024;29;52.7;1.82;5
NA38G;2024;6;1.07;0.18;0
BX31N;2024;28;4.1;0.15;0
VX05G;2024;8;5.17;0.65;0
MX11T;2024;6;5.18;0.86;2
CR09V;2024;12;14.93;1.24;218
CA36M;2024;4;6.7;1.68;98
BI22S;2024;8;3.73;0.47;0
OX37M;2024;6;1.92;0.32;0
MX14B;2024;16;21.25;1.33;1
VX72X;2024;74;18.35;0.25;0
VA13N;2024;10;3.61;0.36;0
MX44E;2024;4;6.68;1.67;1
CR32P;2024;20;1.57;0.08;0
MU05H;2024;12;4.91;0.41;0
AX91X;2024;4;7.75;1.94;0
GR55Z;2024;24;1014.66;42.28;0
LE96W;2024;17;6.09;0.36;0
AX19Y;2024;41;184.57;4.5;1
MX98U;2024;4;0.67;0.17;0
TE09D;2024;16;3.01;0.19;0
PX79I;2024;9;7.08;0.79;0
CR66V;2024;40;48.23;1.21;4
E6151;2024;7;15.33;2.19;0
VA69W;2024;13;1.99;0.15;0
AV84M;2024;9;11.72;1.3;0
BU06K;2024;6;2.81;0.47;0
BU21K;2024;5;2.67;0.53;0
AV57M;2024;14;3.23;0.23;0
SO92M;2024;10;4.92;0.49;1
MX63J;2024;11;1.43;0.13;0
VA83W;2024;10;1.26;0.13;0
CO23T;2024;38;1.33;0.04;0
CR89D;2024;51;24.23;0.48;0
OR05W;2024;26;48.61;1.87;2
AX64X;2024;10;4.66;0.47;0
BU06E;2024;10;8.36;0.84;0
BU03G;2024;11;10.41;0.95;0
PM76Y;2024;8;4.32;0.54;0
PM13J;2024;6;1.99;0.33;0
CR53B;2024;11;37.92;3.45;10
MX76E;2024;17;6.82;0.4;34
VX58L;2024;9;0.5;0.06;0
MU63X;2024;19;13.32;0.7;0
AX21I;2024;5;5.35;1.07;0
AB37R;2024;20;0.49;0.02;0
CA55F;2024;2;0.08;0.04;0
SO46E;2024;13;3.26;0.25;0
VI04D;2024;14;18.76;1.34;0
BU28N;2024;5;2.78;0.56;0
BU01G;2024;21;42.39;2.02;0
BU91M;2024;21;57.32;2.73;2
VA10G;2024;12;9.44;0.79;1
OR87L;2024;6;8.59;1.43;0
VX18K;2024;8;1.6;0.2;0
CC53W;2024;4;7.58;1.9;0
VX75C;2024;13;29.67;2.28;2
MX87H;2024;12;6.93;0.58;11
ZX37Z;2024;12;6.47;0.54;0
AL24K;2024;28;59.52;2.13;0
CR46L;2024;22;12.75;0.58;0
CR98Q;2024;22;124.74;5.67;0
MX73E;2024;19;21.12;1.11;4
MY30P;2024;5;11.29;2.26;0
BU07F;2024;18;30.36;1.69;1
BU62N;2024;7;2.76;0.39;0
BU50E;2024;24;9.27;0.39;0
BI94Y;2024;3;165.07;55.02;0
ZA14I;2024;37;94.85;2.56;0
CA04M;2024;2;5.43;2.72;97
CX55W;2024;18;51.93;2.89;0
GU00P;2024;1;2.5;2.5;0
OX09I;2024;16;3.49;0.22;0
CR90T;2024;14;4.5;0.32;22
AX01S;2024;135;17.61;0.13;0
NA25C;2024;23;5.98;0.26;3
VX88E;2024;7;5.27;0.75;0
TX95J;2024;6;20.95;3.49;1
SO52M;2024;6;3.11;0.52;0
BU49E;2024;7;3.28;0.47;0
AV33U;2024;12;0.53;0.04;0
PM77J;2024;8;2.84;0.36;0
CA08D;2024;11;5.95;0.54;0
SS11S;2024;11;20.69;1.88;3
OX68O;2024;14;1.23;0.09;0
CX33L;2024;17;165.33;9.73;0
CW56E;2024;1;0.09;0.09;0
MX71A;2024;8;128.44;16.06;2
SX43W;2024;44;13.36;0.3;0
LE77L;2024;35;30.5;0.87;0
CU04D;2024;21;3.09;0.15;0
AV11P;2024;15;2.49;0.17;0
SG55M;2024;14;3.09;0.22;0
SG60W;2024;14;5.41;0.39;0
MU29Q;2024;9;3.42;0.38;0
PM43R;2024;11;5.01;0.46;0
BI34Y;2024;10;3.95;0.4;0
OX11M;2024;21;34.84;1.66;0
GU21Q;2024;12;6.16;0.51;4
CE06C;2024;1;0.0;0.0;0
VX03M;2024;3;0.75;0.25;0
MX99R;2024;337;70.67;0.21;1
BU56W;2024;27;10.74;0.4;0
VA41I;2024;12;2.49;0.21;2
GU02B;2024;25;3.67;0.15;2
PO19M;2024;13;4.74;0.36;0
VX91X;2024;11;90.83;8.26;220
VX48P;2024;7;3.16;0.45;0
VX37P;2024;1;0.56;0.56;0
CU18K;2024;7;2.7;0.39;0
MU18Y;2024;10;5.49;0.55;0
OX27W;2024;15;3.8;0.25;0
CX71I;2024;17;39.24;2.31;0
JX45D;2024;24;77.12;3.21;14
MA91O;2024;8;6.25;0.78;0
GI04I;2024;11;0.17;0.02;0
CA14M;2024;12;9.16;0.76;97
VX38B;2024;5;1.01;0.2;0
CO28O;2024;17;11.91;0.7;0
BX03T;2024;10;0.66;0.07;0
VX36C;2024;7;15.95;2.28;0
TX15Q;2024;32;18.91;0.59;5
SG48M;2024;12;4.77;0.4;0
CR89R;2024;45;24.05;0.53;0
OX78E;2024;32;208.55;6.52;0
MA56L;2024;2;0.84;0.42;0
BX48M;2024;2;5.5;2.75;0
CO19O;2024;11;13.57;1.23;0
MX79O;2024;4;10.1;2.53;0
MX06T;2024;10;7.41;0.74;0
BU65N;2024;8;13.67;1.71;0
OX46L;2024;38;4.04;0.11;0
OX21L;2024;21;3.1;0.15;0
OX24M;2024;15;34.24;2.28;0
JX52W;2024;19;8.46;0.45;0
SE08L;2024;5;22.51;4.5;0
PO77W;2024;2;4.84;2.42;0
GU97S;2024;7;0.67;0.1;0
CA17M;2024;2;5.59;2.8;97
MX68T;2024;115;47.73;0.42;24
VX03B;2024;22;27.96;1.27;6
MU43H;2024;15;3.04;0.2;1
AL08M;2024;10;3.41;0.34;0
VX81B;2024;11;0.61;0.06;0
VA27N;2024;82;3.2;0.04;0
BU10E;2024;5;3.04;0.61;0
VA32W;2024;12;4.77;0.4;0
CA16H;2024;54;128.71;2.38;0
OX22K;2024;5;26.84;5.37;0
OR73L;2024;18;9.28;0.52;2
LU52L;2024;5;95.68;19.14;8
CO42R;2024;23;5.52;0.24;0
AX69T;2024;6;0.42;0.07;0
MU19X;2024;23;3.74;0.16;0
GI60R;2024;7;0.24;0.03;0
BA54N;2024;4;0.16;0.04;0
CO20E;2024;1;0.0;0.0;0
SA27L;2024;26;2.0;0.08;0
JX02A;2024;6;0.62;0.1;0
AV63M;2024;7;8.61;1.23;0
BU36M;2024;13;5.77;0.44;0
AV30M;2024;25;51.51;2.06;2
BU07W;2024;17;2.35;0.14;0
SG03W;2024;14;4.41;0.32;0
BX41H;2024;8;3.18;0.4;0
LX22M;2024;12;24.9;2.07;0
MA22Y;2024;8;9.5;1.19;10
SA55W;2024;3;0.58;0.19;0
ZX66S;2024;8;28.67;3.58;0
AV80W;2024;3;0.91;0.3;0
TX29E;2024;13;2.94;0.23;0
SO06Q;2024;9;2.49;0.28;0
AV01P;2024;11;4.97;0.45;0
PM37M;2024;14;3.91;0.28;0
CX52M;2024;31;51.76;1.67;1
SX47W;2024;26;19.36;0.74;0
CX27I;2024;1;20.49;20.49;3
CX47I;2024;11;1.16;0.11;0
GU81J;2024;3;0.08;0.03;0
JX33D;2024;9;1.67;0.19;0
NA06F;2024;3;3.11;1.04;0
TX83G;2024;22;6.09;0.28;1
MA18K;2024;3;2.82;0.94;0
SO40M;2024;18;10.42;0.58;0
BU20K;2024;9;3.16;0.35;0
AV77M;2024;9;176.65;19.63;0
BU23E;2024;8;7.42;0.93;0
BU18N;2024;7;3.09;0.44;0
OR87I;2024;6;1.15;0.19;0
OX19M;2024;25;21.93;0.88;0
SE68S;2024;12;6.58;0.55;0
MU60Y;2024;6;1.17;0.2;0
MY05P;2024;1;2.5;2.5;0
JX93W;2024;6;0.33;0.06;0
MU14C;2024;26;68.02;2.62;7
MU37X;2024;13;3.25;0.25;0
MU17X;2024;18;6.43;0.36;0
MX35A;2024;12;11.15;0.93;0
CO40D;2024;5;0.75;0.15;0
BI19A;2024;15;0.91;0.06;0
VA02U;2024;20;5.35;0.27;0
TO12L;2024;17;2.6;0.15;4
VX19B;2024;5;4.4;0.88;0
CC24Y;2024;4;1.25;0.31;0
OX60W;2024;35;2.64;0.08;0
PM99C;2024;3;1.17;0.39;0
CR90B;2024;98;12.99;0.13;558
LU16M;2024;42;6.72;0.16;0
TE18M;2024;3;10.19;3.4;0
SS03J;2024;7;3.2;0.46;0
HU31E;2024;21;8.33;0.4;1
AV25Q;2024;6;3.03;0.51;0
SG14M;2024;8;2.77;0.35;0
VA18F;2024;23;1.09;0.05;0
ZX51N;2024;5;0.1;0.02;0
MX39N;2024;25;8.18;0.33;11
LU61M;2024;6;20.07;3.35;5
AX88X;2024;12;6.22;0.52;0
CR04C;2024;25;104.92;4.2;27
SA95W;2024;11;1.59;0.14;0
LE01M;2024;4;0.45;0.11;0
MX56T;2024;26;119.28;4.59;1
JX09W;2024;9;1.41;0.16;0
MA31L;2024;113;6.76;0.06;0
LU84M;2024;55;150.5;2.74;0
BX92X;2024;16;4.75;0.3;6
BX47F;2024;11;6.24;0.57;0
MX16Q;2024;6;11.04;1.84;0
CR01B;2024;15;11.24;0.75;0
SG21M;2024;7;4.01;0.57;0
BU02E;2024;7;3.46;0.49;0
SE54S;2024;9;108.79;12.09;2
OX67H;2024;252;23.27;0.09;4
CX40E;2024;6;5.17;0.86;0
AX94Y;2024;10;2.25;0.23;0
AV02R;2024;13;5.07;0.39;0
MU23Q;2024;8;3.5;0.44;0
BX01S;2024;23;2.41;0.1;0
CX62E;2024;8;4.23;0.53;0
AV02P;2024;20;8.71;0.44;0
VA73G;2024;29;12.48;0.43;0
ZX33N;2024;5;29.51;5.9;9
CS22B;2024;17;5.27;0.31;0
MX17T;2024;8;6.1;0.76;0
LU38M;2024;8;8.77;1.1;0
AL11R;2024;16;5.17;0.32;0
BA27W;2024;11;1.58;0.14;0
VX45V;2024;9;4.06;0.45;0
MA22I;2024;11;2.17;0.2;0
PM77X;2024;25;13.87;0.55;0
LE85L;2024;33;7.59;0.23;0
MU96J;2024;7;2.36;0.34;0
TX47A;2024;5;4.5;0.9;0
AV13R;2024;10;57.45;5.75;0
SO11P;2024;6;2.77;0.46;0
PM15R;2024;7;4.08;0.58;0
PM45R;2024;8;3.92;0.49;0
MX31Q;2024;17;23.06;1.36;0
OR84L;2024;40;28.11;0.7;2
OX40O;2024;50;24.74;0.49;1
AX90I;2024;8;4.91;0.61;0
LX12E;2024;3;0.1;0.03;0
AX72Y;2024;5;1.24;0.25;0
SX29L;2024;11;0.59;0.05;0
HU12E;2024;14;2.77;0.2;0
TE25T;2024;18;2.84;0.16;0
BX97P;2024;1;0.09;0.09;0
CR51R;2024;7;12.51;1.79;109
TE23E;2024;12;6.01;0.5;0
MU23X;2024;40;10.57;0.26;0
VX87B;2024;16;4.85;0.3;0
VX84P;2024;2;1.47;0.74;0
PM26R;2024;7;3.74;0.53;0
PM04R;2024;7;4.08;0.58;0
PM19J;2024;19;8.01;0.42;0
OX12M;2024;20;35.42;1.77;0
SE11L;2024;5;6.58;1.32;0
PO86G;2024;9;5.58;0.62;2
BX43L;2024;5;0.0;0.0;0
MU20X;2024;29;40.91;1.41;0
CX94L;2024;1;0.17;0.17;0
Z8845F1;2024;2;56.34;28.17;0
VA06G;2024;5;3.49;0.7;0
LO28A;2024;3;1.91;0.64;0
OR74L;2024;39;52.95;1.36;2
SX04I;2024;32;44.32;1.38;0
AX31J;2024;6;0.16;0.03;0
JX67W;2024;9;0.99;0.11;0
JX00A;2024;6;11.42;1.9;0
JX00D;2024;3;6.83;2.28;0
MA65D;2024;9;1.25;0.14;0
GR20B;2024;31;123.84;3.99;3
AX12S;2024;8;1.01;0.13;0
1698BX;2024;3;1.42;0.47;15
TE07M;2024;18;13.86;0.77;0
BA51J;2024;15;136.18;9.08;0
AV06M;2024;11;2.13;0.19;0
BU12W;2024;21;7.77;0.37;0
AV98M;2024;10;3.25;0.33;0
PM21R;2024;6;4.25;0.71;0
PM55R;2024;8;3.92;0.49;0
SS05G;2024;525;22.94;0.04;10
CX75E;2024;20;4.33;0.22;0
GR88W;2024;68;12.48;0.18;0
JX29D;2024;2;0.41;0.21;0
CX48L;2024;246;70.18;0.29;0
BI28Z;2024;5;3.78;0.76;0
MX03C;2024;14;19.34;1.38;2
VX51E;2024;9;7.58;0.84;0
CU08Q;2024;22;1.66;0.08;0
BI17Y;2024;8;2408.09;301.01;2
VA24W;2024;21;4.39;0.21;2
CU57H;2024;38;6.41;0.17;4
PM31Y;2024;15;19.92;1.33;2
VA17W;2024;8;2.69;0.34;0
MU06Y;2024;25;10.2;0.41;0
CC23J;2024;10;100.32;10.03;6
BI07E;2024;380;26.97;0.07;1
AX37I;2024;26;6.51;0.25;0
AX15J;2024;23;20.31;0.88;0
SA25I;2024;5;2.34;0.47;0
VA15G;2024;13;3.35;0.26;0
CR03P;2024;11;6.68;0.61;5
VA13I;2024;10;1.08;0.11;0
SG27W;2024;11;2.4;0.22;0
BU70M;2024;13;4.67;0.36;0
HU55E;2024;18;6.59;0.37;0
VX89C;2024;6;5.0;0.83;1
GI12S;2024;15;12.33;0.82;0
HU30E;2024;29;31.17;1.07;2
VX36Y;2024;10;19.65;1.96;221
CU17B;2024;22;4.08;0.19;0
LO04F;2024;20;32.47;1.62;2
HU10R;2024;48;18.15;0.38;0
MX15A;2024;7;3.92;0.56;4
BU19F;2024;7;3.55;0.51;0
BU02F;2024;7;3.43;0.49;0
AX32Q;2024;6;2.92;0.49;0
PM92J;2024;4;18.82;4.71;0
CR01Q;2024;16;19.07;1.19;0
BX49W;2024;5;135.01;27.0;0
OX36E;2024;6;3.58;0.6;0
MA44F;2024;10;0.85;0.09;0
MX16F;2024;3;0.58;0.19;0
CR16K;2024;9;37.78;4.2;23
MX70R;2024;5;1.36;0.27;0
SG04Q;2024;8;64.82;8.1;0
SG86M;2024;8;2.82;0.35;0
VA49W;2024;17;50.15;2.95;0
PO52M;2024;6;1.76;0.29;0
PO81L;2024;12;54.83;4.57;0
SX05L;2024;6;0.25;0.04;0
A0732;2024;1;0.0;0.0;0
MA28I;2024;7;2.99;0.43;0
SG52M;2024;9;4.28;0.48;0
BU22E;2024;5;2.94;0.59;0
AV56M;2024;8;2.87;0.36;0
AV97M;2024;15;2.23;0.15;0
AX31Q;2024;6;3.34;0.56;0
CW98O;2024;1;0.0;0.0;0
OR61L;2024;46;46.52;1.01;0
MX56Q;2024;10;3.0;0.3;0
LU66L;2024;15;8.93;0.6;0
TE10A;2024;7;13.83;1.98;0
AX08Y;2024;18;27.18;1.51;0
LX85M;2024;3;2.26;0.75;0
PM56C;2024;6;1.07;0.18;0
SS37S;2024;8;7.33;0.92;0
SA49P;2024;9;3.25;0.36;0
BI39A;2024;19;26.87;1.41;0
VX05F;2024;3;0.25;0.08;0
GR08J;2024;5;7.58;1.52;0
BI51S;2024;16;3.15;0.2;0
CR39S;2024;14;5.59;0.4;0
BU68L;2024;25;20.58;0.82;8
BU56N;2024;6;74.42;12.4;0
VX05P;2024;4;1.97;0.49;0
BX33D;2024;23;71.99;3.13;1
BX40C;2024;9;17.26;1.92;42
LX05Q;2024;8;266.09;33.26;0
CA07M;2024;8;6.84;0.86;97
AL15R;2024;15;3.99;0.27;0
BI70S;2024;7;46.67;6.67;1
TX15U;2024;12;18.33;1.53;3
BX55J;2024;4;1.85;0.46;0
OX40A;2024;521;106.01;0.2;5
SA18W;2024;2;1.01;0.51;0
AX58E;2024;4;85.33;21.33;1
SG08P;2024;12;4.55;0.38;0
SX24I;2024;76;100.58;1.32;0
CA60Z;2024;6;6.26;1.04;0
MY44P;2024;2;5.08;2.54;0
GR53Z;2024;23;31.07;1.35;0
CR04A;2024;12;40.62;3.39;45
ZA65I;2024;12;1.35;0.11;0
GI14S;2024;22;13.07;0.59;0
OR69W;2024;3;0.17;0.06;0
AV80M;2024;8;7.34;0.92;0
AV34M;2024;15;5.0;0.33;0
AV64M;2024;12;2.86;0.24;0
BU36E;2024;14;4.17;0.3;0
PM44R;2024;11;20.12;1.83;0
OR25L;2024;4;3.75;0.94;0
CX23I;2024;29;8.66;0.3;0
OX02W;2024;47;18.38;0.39;0
CC28Y;2024;15;2.16;0.14;0
VX68V;2024;9;10.68;1.19;0
BX98A;2024;23;11.73;0.51;0
AX86R;2024;9;2.4;0.27;0
LE10I;2024;3;1.33;0.44;0
AV55M;2024;8;3.87;0.48;0
VA99W;2024;8;2.89;0.36;0
AV08P;2024;13;6.28;0.48;0
SG88M;2024;7;2.94;0.42;0
VA01N;2024;46;4.6;0.1;0
SG82M;2024;16;288.53;18.03;28
VA20G;2024;7;3.8;0.54;0
PM30Y;2024;11;4.08;0.37;0
AL21D;2024;10;4.08;0.41;0
VX01L;2024;13;277.69;21.36;113
MA62D;2024;46;8.81;0.19;0
BX64P;2024;10;6.25;0.63;1
BX62Q;2024;19;31.01;1.63;0
MX04O;2024;15;2.89;0.19;0
ZX53O;2024;75;91.08;1.21;3
CX31I;2024;11;2.74;0.25;0
TE03E;2024;9;19.74;2.19;0
LE12L;2024;8;1185.02;148.13;0
SG05P;2024;19;42.07;2.21;2
BU17E;2024;10;10.71;1.07;0
VA80W;2024;9;3.34;0.37;0
VA23N;2024;7;7.13;1.02;10
OX22I;2024;44;18.22;0.41;0
JX11W;2024;7;1.32;0.19;0
SE31Y;2024;13;21.98;1.69;0
ZA76I;2024;18;2.51;0.14;0
BU17R;2024;14;0.38;0.03;0
BU21U;2024;17;39.95;2.35;0
VX79P;2024;2;0.56;0.28;0
VX57P;2024;5;3.32;0.66;0
VA46G;2024;27;265.71;9.84;1
PM75Y;2024;9;3.91;0.43;0
A9866;2024;4;1.09;0.27;0
CX26M;2024;4;1.34;0.34;0
HX41H;2024;21;5.07;0.24;0
LU67M;2024;31;1.58;0.05;0
BI10A;2024;23;4.16;0.18;0
MU73R;2024;4;0.34;0.08;0
LE09I;2024;10;2.6;0.26;0
ZX79S;2024;3;4.85;1.62;0
PM64X;2024;47;127.83;2.72;0
LE04L;2024;25;12.42;0.5;0
AV22T;2024;15;5.3;0.35;0
SG38M;2024;7;8.39;1.2;1
AV05P;2024;9;5.19;0.58;0
SG30W;2024;8;6.27;0.78;0
SO89M;2024;27;23.32;0.86;0
BU22U;2024;10;55.33;5.53;0
PM93X;2024;12;10.0;0.83;0
CC10W;2024;17;6.27;0.37;0
CX77L;2024;27;11.33;0.42;0
AL37D;2024;49;7.55;0.15;0
VX70E;2024;11;22.34;2.03;0
VX62C;2024;11;15.74;1.43;0
MX69I;2024;170;149.15;0.88;9
BI05C;2024;25;5.01;0.2;3
PO06I;2024;7;5.76;0.82;0
AX47I;2024;7;0.92;0.13;0
NA17E;2024;14;0.84;0.06;0
SG47M;2024;9;3.03;0.34;0
BU29L;2024;6;1.92;0.32;0
JX06W;2024;4;0.25;0.06;0
MU27R;2024;10;6.36;0.64;0
A7964;2024;25;7.84;0.31;0
MX57H;2024;8;5.64;0.71;0
MU10R;2024;15;9.14;0.61;0
LX05E;2024;14;3.02;0.22;0
BU81E;2024;10;1.18;0.12;0
BU33E;2024;5;2.35;0.47;0
VA50G;2024;22;45.88;2.09;0
VA46W;2024;16;5.28;0.33;0
AX22Q;2024;6;3.5;0.58;0
PM54R;2024;10;3.5;0.35;0
SS67S;2024;6;5.52;0.92;3
GR34K;2024;30;4.6;0.15;0
SX36L;2024;42;4.75;0.11;0
MA80P;2024;4;6.08;1.52;0
HU74X;2024;3;1.43;0.48;0
AV07Q;2024;15;2.57;0.17;0
LU79W;2024;9;196.5;21.83;6
BX18Q;2024;12;89.59;7.47;0
BI84T;2024;20;3.65;0.18;0
BI32Y;2024;3;3.78;1.26;0
AB44C;2024;15;0.42;0.03;0
SX07L;2024;5;0.25;0.05;0
TE15C;2024;12;9.08;0.76;0
SA06W;2024;7;0.92;0.13;0
AV53M;2024;11;1.68;0.15;0
VA48W;2024;7;6.94;0.99;16
VA29W;2024;21;24.57;1.17;0
BU74E;2024;7;3.34;0.48;0
LE95L;2024;20;29.91;1.5;0
CX89I;2024;29;8.51;0.29;0
BI50S;2024;13;9.41;0.72;0
HU21J;2024;5;1.83;0.37;2
OX95V;2024;11;0.84;0.08;0
GC31T;2024;1;0.34;0.34;0
MX30U;2024;126;36.14;0.29;40
CA26M;2024;3;5.84;1.95;99
VX27C;2024;8;1.85;0.23;0
HU10S;2024;25;7.69;0.31;0
PM33Y;2024;40;124.08;3.1;4
AV85M;2024;15;38.21;2.55;0
BU27N;2024;6;2.95;0.49;0
VA26I;2024;5;2.81;0.56;0
BU60E;2024;16;12.41;0.78;0
CS79A;2024;16;2.58;0.16;0
MA37J;2024;8;2.24;0.28;0
VI03F;2024;6;2.99;0.5;0
MU44J;2024;17;6.15;0.36;0
HU16J;2024;3;1.26;0.42;0
AV33M;2024;16;23.93;1.5;0
